Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	Industry	Summary Quote
TENB	Tenable Holdings, Inc.	27.55	2657840792.5	n/a	2018	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/tenb
FULT	Fulton Financial Corporation	15.71	2652005100	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/fult
NGHC	National General Holdings Corp	23.41	2649263488.66	n/a	n/a	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/nghc
BRKS	Brooks Automation, Inc.	36.64	2643108840	n/a	1995	Technology	Industrial Machinery/Components	https://www.nasdaq.com/symbol/brks
GO	Grocery Outlet Holding Corp.	30.69	2630244680.91	n/a	2019	Consumer Services	Food Chains	https://www.nasdaq.com/symbol/go
CVET	Covetrus, Inc.	23.49	2623816345.59	n/a	n/a	Health Care	Medical/Nursing Services	https://www.nasdaq.com/symbol/cvet
ARWR	Arrowhead Pharmaceuticals, Inc.	27.52	2609283646.72	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/arwr
MGEE	MGE Energy Inc.	75.26	2609141526.2	n/a	n/a	Energy	Electric Utilities: Central	https://www.nasdaq.com/symbol/mgee
RPD	Rapid7, Inc.	54.06	2605823527.98	n/a	2015	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/rpd
COLB	Columbia Banking System, Inc.	35.01	2575186842.51	n/a	1992	Finance	Major Banks	https://www.nasdaq.com/symbol/colb
SSB	South State Corporation	72.49	2563864232.27	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ssb
PCH	PotlatchDeltic Corporation	37.85	2558204361.7	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/pch
RETA	Reata Pharmaceuticals, Inc.	84.91	2552053007.07	n/a	2016	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/reta
ICPT	Intercept Pharmaceuticals, Inc.	78.36	2550280503.48	n/a	2012	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/icpt
GTLS	Chart Industries, Inc.	71.13	2545211714.55	n/a	2006	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/gtls
INDB	Independent Bank Corp.	74.12	2543093296.44	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/indb
IRBT	iRobot Corporation	90.58	2541221718.84	n/a	2005	Consumer Durables	Consumer Electronics/Appliances	https://www.nasdaq.com/symbol/irbt
ALRM	Alarm.com Holdings, Inc.	52.5	2537473522.5	n/a	2015	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/alrm
EVOP	EVO Payments, Inc.	30.59	2506181282.57	n/a	2018	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/evop
JOBS	51job, Inc.	70.11	2503282387.59	35705069	2004	Technology	Diversified Commercial Services	https://www.nasdaq.com/symbol/jobs
IRDM	Iridium Communications Inc	22.04	2495846318.64	n/a	n/a	Capital Goods	Telecommunications Equipment	https://www.nasdaq.com/symbol/irdm
MDCO	The Medicines Company	33.76	2494855526.24	n/a	2000	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/mdco
FIBK	First Interstate BancSystem, Inc.	38.21	2490305073.91	n/a	2010	Finance	Major Banks	https://www.nasdaq.com/symbol/fibk
IMMU	Immunomedics, Inc.	13	2489985017	n/a	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	https://www.nasdaq.com/symbol/immu
AAON	AAON, Inc.	47.74	2487982560.14	n/a	n/a	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/aaon
PTEN	Patterson-UTI Energy, Inc.	11.82	2464978189.08	n/a	1993	Energy	Oil & Gas Production	https://www.nasdaq.com/symbol/pten
PTCT	PTC Therapeutics, Inc.	42.02	2455276040.58	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/ptct
LEXEB	Liberty Expedia Holdings, Inc.	42.56	2439837332.8	n/a	n/a	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/lexeb
PINC	Premier, Inc.	39.44	2438702512.32	n/a	2013	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/pinc
FTCS	First Trust Capital Strength ETF	56.3	2437790112.6	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/ftcs
FV	First Trust Dorsey Wright Focus 5 ETF	29.81	2425043559.62	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/fv
EYE	National Vision Holdings, Inc.	30.85	2413019500.2	n/a	2017	Health Care	Ophthalmic Goods	https://www.nasdaq.com/symbol/eye
GDS	GDS Holdings Limited	32.9	2411852972.9	73308601	2016	Technology	Computer Software: Programming, Data Processing	https://www.nasdaq.com/symbol/gds
CRSP	CRISPR Therapeutics AG	43.98	2410934122.5	n/a	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/crsp
ITRI	Itron, Inc.	60.4	2407228651.6	n/a	1993	Capital Goods	Electrical Products	https://www.nasdaq.com/symbol/itri
CNMD	CONMED Corporation	85.08	2401916451.6	n/a	1987	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	https://www.nasdaq.com/symbol/cnmd
CBSHP	Commerce Bancshares, Inc.	26.2	2400978584.8	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/cbshp
XT	iShares Exponential Technologies ETF	37.98	2400336000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/xt
BECN	Beacon Roofing Supply, Inc.	34.98	2395324130.76	n/a	2004	Consumer Services	RETAIL: Building Materials	https://www.nasdaq.com/symbol/becn
RRR	Red Rock Resorts, Inc.	20.4	2390029891.2	n/a	2016	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/rrr
IBOC	International Bancshares Corporation	36.36	2386943209.08	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/iboc
PSEC	Prospect Capital Corporation	6.5	2385289861.5	n/a	2004	n/a	n/a	https://www.nasdaq.com/symbol/psec
LILAK	Liberty Latin America Ltd.	18.15	2374942655.25	n/a	n/a	Consumer Services	Television Services	https://www.nasdaq.com/symbol/lilak
CRUS	Cirrus Logic, Inc.	40.78	2370009588.02	n/a	1989	Technology	Semiconductors	https://www.nasdaq.com/symbol/crus
HALO	Halozyme Therapeutics, Inc.	16.28	2368889287.6	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/halo
QTEC	First Trust NASDAQ-100- Technology Index Fund	82.67	2351961665.34	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/qtec
QDEL	Quidel Corporation	58.79	2340881348.41	n/a	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	https://www.nasdaq.com/symbol/qdel
AY	Atlantica Yield plc	23.3	2335062158	n/a	2014	Public Utilities	Electric Utilities: Central	https://www.nasdaq.com/symbol/ay
IBTX	Independent Bank Group, Inc	53.18	2322213612.64	n/a	2013	Finance	Major Banks	https://www.nasdaq.com/symbol/ibtx
CTRE	CareTrust REIT, Inc.	24.28	2320742007.4	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/ctre
KTOS	Kratos Defense & Security Solutions, Inc.	21.85	2314205430.2	n/a	n/a	Capital Goods	Military/Government/Technical	https://www.nasdaq.com/symbol/ktos
FFBC	First Financial Bancorp.	23.39	2306574770.46	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ffbc
PDCO	Patterson Companies, Inc.	24.2	2303089800	n/a	1992	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/pdco
PEGI	Pattern Energy Group Inc.	23.21	2286164412.73	n/a	2013	Public Utilities	Electric Utilities: Central	https://www.nasdaq.com/symbol/pegi
APPN	Appian Corporation	35.17	2275509726.85	n/a	2017	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/appn
PDCE	PDC Energy, Inc.	34.16	2264215324	n/a	n/a	Energy	Oil & Gas Production	https://www.nasdaq.com/symbol/pdce
URBN	Urban Outfitters, Inc.	23.11	2263971427.32	n/a	1993	Consumer Services	Clothing/Shoe/Accessory Stores	https://www.nasdaq.com/symbol/urbn
AIMC	Altra Industrial Motion Corp.	35.1	2263761583.2	n/a	2006	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/aimc
TWOU	2U, Inc.	35.87	2262637201.66	n/a	2014	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/twou
EGHT	8x8 Inc	23.31	2244458501.46	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/eght
FMBI	First Midwest Bancorp, Inc.	20.06	2239344780.52	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/fmbi
INSM	Insmed, Inc.	25.59	2235088382.22	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/insm
EXLS	ExlService Holdings, Inc.	65.05	2233945278.6	n/a	2006	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/exls
UFPI	Universal Forest Products, Inc.	36.3	2227091103.6	n/a	1993	Basic Industries	Forest Products	https://www.nasdaq.com/symbol/ufpi
MEDP	Medpace Holdings, Inc.	62.1	2218770216.9	n/a	2016	Health Care	Biotechnology: Commercial Physical & Biological Resarch	https://www.nasdaq.com/symbol/medp
GGAL	Grupo Financiero Galicia S.A.	34.76	2208795488.24	63544174	n/a	Finance	Commercial Banks	https://www.nasdaq.com/symbol/ggal
GSKY	GreenSky, Inc.	12.12	2203604975.04	n/a	2018	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/gsky
IIVI	II-VI Incorporated	34.66	2201679486.66	n/a	1987	Capital Goods	Electronic Components	https://www.nasdaq.com/symbol/iivi
HCSG	Healthcare Services Group, Inc.	29.7	2199997800	n/a	1983	Health Care	Hospital/Nursing Management	https://www.nasdaq.com/symbol/hcsg
ALGT	Allegiant Travel Company	134.51	2190759393.13	n/a	2006	Transportation	Air Freight/Delivery Services	https://www.nasdaq.com/symbol/algt
UCBI	United Community Banks, Inc.	27.63	2183858345.7	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ucbi
MLHR	Herman Miller, Inc.	37.11	2182534250.04	n/a	n/a	Consumer Durables	Office Equipment/Supplies/Services	https://www.nasdaq.com/symbol/mlhr
WDFC	WD-40 Company	158.15	2182042046.1	n/a	1973	Basic Industries	Major Chemicals	https://www.nasdaq.com/symbol/wdfc
SFM	Sprouts Farmers Market, Inc.	18.47	2178647153.77	n/a	2013	Consumer Services	Food Chains	https://www.nasdaq.com/symbol/sfm
XNCR	Xencor, Inc.	38.56	2172982746.72	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/xncr
ARLP	Alliance Resource Partners, L.P.	16.88	2167243304.08	n/a	1999	Energy	Coal Mining	https://www.nasdaq.com/symbol/arlp
HAIN	The Hain Celestial Group, Inc.	20.79	2165258998.98	n/a	n/a	Consumer Non-Durables	Packaged Foods	https://www.nasdaq.com/symbol/hain
SKYY	First Trust Cloud Computing ETF	56.92	2160114113.84	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/skyy
SFNC	Simmons First National Corporation	22.52	2159138892.6	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/sfnc
CVLT	Commvault Systems, Inc.	47.24	2157884652.16	n/a	2006	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/cvlt
NEO	NeoGenomics, Inc.	22.58	2155707632.4	n/a	n/a	Health Care	Precision Instruments	https://www.nasdaq.com/symbol/neo
WSFS	WSFS Financial Corporation	40.33	2153904914.95	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/wsfs
AKCA	Akcea Therapeutics, Inc.	23.2	2152273210.4	n/a	2017	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/akca
LGND	Ligand Pharmaceuticals Incorporated	109.55	2147005267.75	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/lgnd
POWI	Power Integrations, Inc.	72.64	2126221396.16	n/a	1997	Technology	Semiconductors	https://www.nasdaq.com/symbol/powi
FELE	Franklin Electric Co., Inc.	45.67	2119342747.26	n/a	n/a	Consumer Durables	Metal Fabrications	https://www.nasdaq.com/symbol/fele
MYOK	MyoKardia, Inc.	45.79	2109568378.16	n/a	2015	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/myok
SVMK	SVMK Inc.	16.21	2108952658.13	n/a	2018	Technology	Computer Software: Programming, Data Processing	https://www.nasdaq.com/symbol/svmk
RUN	Sunrun Inc.	18.3	2106886301.7	n/a	2015	Capital Goods	Industrial Specialties	https://www.nasdaq.com/symbol/run
PENN	Penn National Gaming, Inc.	17.92	2099129518.08	n/a	1994	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/penn
TRMK	Trustmark Corporation	32.38	2096245938.18	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/trmk
XLRN	Acceleron Pharma Inc.	39.6	2086355304	n/a	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/xlrn
OTTR	Otter Tail Corporation	52.36	2081553578.72	n/a	n/a	Public Utilities	Electric Utilities: Central	https://www.nasdaq.com/symbol/ottr
TTEC	TTEC Holdings, Inc.	44.82	2075023293.12	n/a	1996	Technology	Professional Services	https://www.nasdaq.com/symbol/ttec
JACK	Jack In The Box Inc.	80.34	2073845422.74	n/a	n/a	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/jack
IPAR	Inter Parfums, Inc.	65.82	2069534687.16	n/a	n/a	Consumer Non-Durables	Package Goods/Cosmetics	https://www.nasdaq.com/symbol/ipar
IOSP	Innospec Inc.	84.36	2065116771.6	n/a	n/a	Basic Industries	Major Chemicals	https://www.nasdaq.com/symbol/iosp
AEIS	Advanced Energy Industries, Inc.	53.94	2062438081.08	n/a	1995	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/aeis
WERN	Werner Enterprises, Inc.	29.49	2061000127.98	n/a	1986	Transportation	Trucking Freight/Courier Services	https://www.nasdaq.com/symbol/wern
PDBC	Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET	16.46	2041105840	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/pdbc
RNST	Renasant Corporation	34.81	2040852515.4	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/rnst
IDCC	InterDigital, Inc.	64.18	2038426948.74	n/a	n/a	Miscellaneous	Multi-Sector Companies	https://www.nasdaq.com/symbol/idcc
TELL	Tellurian Inc.	7.63	2037210000	n/a	n/a	Energy	Oil & Gas Production	https://www.nasdaq.com/symbol/tell
ONEQ	Fidelity Nasdaq Composite Index Tracking Stock	310.09	2037086020.42	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/oneq
BZUN	Baozun Inc.	46.89	2031517549.53	43325177	2015	Consumer Services	Catalog/Specialty Distribution	https://www.nasdaq.com/symbol/bzun
OSIS	OSI Systems, Inc.	112.05	2028637685.7	n/a	1997	Technology	Semiconductors	https://www.nasdaq.com/symbol/osis
SATS	EchoStar Corporation	42.11	2022599011.53	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	https://www.nasdaq.com/symbol/sats
SANM	Sanmina Corporation	29.26	2019074713.04	n/a	1993	Technology	Electrical Products	https://www.nasdaq.com/symbol/sanm
PAAS	Pan American Silver Corp.	13.14	2016311397.84	n/a	n/a	Basic Industries	Precious Metals	https://www.nasdaq.com/symbol/paas
ZBIO	ProShares UltraPro Short NASDAQ Biotechnology	14.25	2014569966.75	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/zbio
FIZZ	National Beverage Corp.	43.16	2013092026.4	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	https://www.nasdaq.com/symbol/fizz
WSBC	WesBanco, Inc.	36.86	2012732227.66	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/wsbc
GHDX	Genomic Health, Inc.	54.06	2004133781.82	n/a	2005	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/ghdx
NSIT	Insight Enterprises, Inc.	55.89	1998753158.52	n/a	1995	Consumer Services	Catalog/Specialty Distribution	https://www.nasdaq.com/symbol/nsit
VRRM	Verra Mobility Corporation	12.59	1996228122.78	n/a	2017	Consumer Services	Transportation Services	https://www.nasdaq.com/symbol/vrrm
CDEV	Centennial Resource Development, Inc.	7.21	1993067084.61	n/a	2016	Energy	Oil & Gas Production	https://www.nasdaq.com/symbol/cdev
TOWN	Towne Bank	27.26	1975378617.16	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/town
CALM	Cal-Maine Foods, Inc.	40.51	1972613303.78	n/a	1996	Consumer Non-Durables	Farming/Seeds/Milling	https://www.nasdaq.com/symbol/calm
PRFZ	Invesco FTSE RAFI US 1500 Small-Mid ETF	123.67	1972536500	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/prfz
ENPH	Enphase Energy, Inc.	16.29	1971542992.32	n/a	2012	Technology	Semiconductors	https://www.nasdaq.com/symbol/enph
CAKE	The Cheesecake Factory Incorporated	43.58	1970228964.08	n/a	1992	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/cake
ROIC	Retail Opportunity Investments Corp.	17.15	1960447164.2	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/roic
SMPL	The Simply Good Foods Company	23.9	1957778609.7	n/a	n/a	Consumer Non-Durables	Packaged Foods	https://www.nasdaq.com/symbol/smpl
ISCA	International Speedway Corporation	44.75	1945793097.5	n/a	1996	Consumer Services	Services-Misc. Amusement & Recreation	https://www.nasdaq.com/symbol/isca
CSQ	Calamos Strategic Total Return Fund	12.58	1945186173.36	n/a	2004	n/a	n/a	https://www.nasdaq.com/symbol/csq
GRPN	Groupon, Inc.	3.41	1937555913.15	n/a	2011	Technology	Advertising	https://www.nasdaq.com/symbol/grpn
SNH	Senior Housing Properties Trust	8.15	1937469923.65	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/snh
DNLI	Denali Therapeutics Inc.	20.2	1928663498.2	n/a	2017	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/dnli
LTXB	LegacyTexas Financial Group, Inc.	39.49	1928189603.12	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/ltxb
SHEN	Shenandoah Telecommunications Co	38.43	1915566292.71	n/a	n/a	Public Utilities	Telecommunications Equipment	https://www.nasdaq.com/symbol/shen
EPAY	Bottomline Technologies, Inc.	43.99	1915368546.01	n/a	1999	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/epay
IRTC	iRhythm Technologies, Inc.	77.42	1911258094.76	n/a	2016	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/irtc
VONV	Vanguard Russell 1000 Value ETF	110.5	1900600000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vonv
BILI	Bilibili Inc.	15.64	1898506239.88	121387867	2018	Technology	EDP Services	https://www.nasdaq.com/symbol/bili
NTCT	NetScout Systems, Inc.	24.45	1893961279.05	n/a	1999	Technology	EDP Services	https://www.nasdaq.com/symbol/ntct
CFFN	Capitol Federal Financial, Inc.	13.39	1892964907.21	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/cffn
TWNK	Hostess Brands, Inc.	14.45	1882858495.7	n/a	2015	Consumer Non-Durables	Packaged Foods	https://www.nasdaq.com/symbol/twnk
CWST	Casella Waste Systems, Inc.	39.78	1879215553.8	n/a	1997	Public Utilities	Environmental Services	https://www.nasdaq.com/symbol/cwst
NMIH	NMI Holdings Inc	27.73	1872716655.34	n/a	2013	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/nmih
FOCS	Focus Financial Partners Inc.	26.95	1866601817.85	n/a	2018	Finance	Investment Managers	https://www.nasdaq.com/symbol/focs
PPBI	Pacific Premier Bancorp Inc	29.72	1863146086.72	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ppbi
MDRX	Allscripts Healthcare Solutions, Inc.	11.19	1862442618.75	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/mdrx
KNSL	Kinsale Capital Group, Inc.	87.36	1859584796.16	n/a	2016	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/knsl
BANR	Banner Corporation	52.81	1856858852.82	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/banr
SLQD	iShares 0-5 Year Investment Grade Corporate Bond ETF	50.91	1855669500	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/slqd
VNOM	Viper Energy Partners LP	29.42	1842526262.94	n/a	2014	Energy	Oil & Gas Production	https://www.nasdaq.com/symbol/vnom
RGNX	REGENXBIO Inc.	50.28	1842099561	n/a	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/rgnx
SPSC	SPS Commerce, Inc.	102.46	1835477456.48	n/a	2010	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/spsc
ACIA	Acacia Communications, Inc.	44.95	1824917902.95	n/a	2016	Technology	Semiconductors	https://www.nasdaq.com/symbol/acia
NFE	New Fortress Energy LLC	10.86	1823351602.56	n/a	2019	Public Utilities	Oil/Gas Transmission	https://www.nasdaq.com/symbol/nfe
EGBN	Eagle Bancorp, Inc.	52.66	1818893198.54	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/egbn
VRNS	Varonis Systems, Inc.	60.06	1817229714.3	n/a	2014	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/vrns
NTRA	Natera, Inc.	26.08	1815204485.92	n/a	2015	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/ntra
NWBI	Northwest Bancshares, Inc.	17.07	1813718464.98	n/a	2009	Finance	Major Banks	https://www.nasdaq.com/symbol/nwbi
FRME	First Merchants Corporation	36.47	1811462638.86	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/frme
LSCC	Lattice Semiconductor Corporation	13.65	1802043870.9	n/a	n/a	Technology	Semiconductors	https://www.nasdaq.com/symbol/lscc
BANF	BancFirst Corporation	55.23	1801966455.24	n/a	1993	Finance	Major Banks	https://www.nasdaq.com/symbol/banf
ABCB	Ameris Bancorp	37.86	1801579798.74	n/a	1994	Finance	Major Banks	https://www.nasdaq.com/symbol/abcb
PCRX	Pacira BioSciences, Inc.	43.56	1798894575.72	n/a	2011	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/pcrx
BLDR	Builders FirstSource, Inc.	15.42	1782665537.46	n/a	2005	Consumer Services	RETAIL: Building Materials	https://www.nasdaq.com/symbol/bldr
EHTH	eHealth, Inc.	78.55	1779084212.85	n/a	2006	Finance	Specialty Insurers	https://www.nasdaq.com/symbol/ehth
LPSN	LivePerson, Inc.	27.18	1762511181.48	n/a	2000	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/lpsn
PRGS	Progress Software Corporation	39.47	1756206835.22	n/a	1991	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/prgs
PTLA	Portola Pharmaceuticals, Inc.	25.76	1754505459.84	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/ptla
SFBS	ServisFirst Bancshares, Inc.	32.72	1750885875.04	n/a	2014	Finance	Major Banks	https://www.nasdaq.com/symbol/sfbs
ALLK	Allakos Inc.	40.41	1742631666.93	n/a	2018	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/allk
CORE	Core-Mark Holding Company, Inc.	37.75	1731676380.5	n/a	n/a	Consumer Non-Durables	Food Distributors	https://www.nasdaq.com/symbol/core
MANT	ManTech International Corporation	64.85	1731044941	n/a	2002	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/mant
SFLY	Shutterfly, Inc.	50.4	1728711885.6	n/a	2006	Miscellaneous	Other Consumer Services	https://www.nasdaq.com/symbol/sfly
UNIT	Uniti Group Inc.	9.38	1727392810.08	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/unit
TCDA	Tricida, Inc.	35.15	1727280033.55	n/a	2018	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/tcda
CLBK	Columbia Financial, Inc.	14.9	1726748707.5	n/a	2018	Finance	Savings Institutions	https://www.nasdaq.com/symbol/clbk
BLMN	Bloomin&#39; Brands, Inc.	18.82	1725901650.4	n/a	2012	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/blmn
SCPL	SciPlay Corporation	13.49	1713054913.29	n/a	2019	Technology	EDP Services	https://www.nasdaq.com/symbol/scpl
BGCP	BGC Partners, Inc.	5.02	1711268015.86	n/a	n/a	Finance	Investment Bankers/Brokers/Service	https://www.nasdaq.com/symbol/bgcp
GLNG	Golar LNG Limited	16.87	1708931000	n/a	n/a	Consumer Services	Marine Transportation	https://www.nasdaq.com/symbol/glng
DIOD	Diodes Incorporated	33.62	1701641234.34	n/a	n/a	Technology	Semiconductors	https://www.nasdaq.com/symbol/diod
SGMS	Scientific Games Corp	18.25	1695854824	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/sgms
SSRM	SSR Mining Inc.	13.84	1678095322.08	n/a	n/a	Basic Industries	Precious Metals	https://www.nasdaq.com/symbol/ssrm
ZGNX	Zogenix, Inc.	39.51	1677050152.2	n/a	2010	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/zgnx
CVGW	Calavo Growers, Inc.	94.87	1669686764.58	n/a	n/a	Consumer Non-Durables	Farming/Seeds/Milling	https://www.nasdaq.com/symbol/cvgw
PLXS	Plexus Corp.	55.46	1669629955.2	n/a	n/a	Technology	Electrical Products	https://www.nasdaq.com/symbol/plxs
HOPE	Hope Bancorp, Inc.	13.14	1664357141.7	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/hope
MYGN	Myriad Genetics, Inc.	22.67	1663375952.81	n/a	1995	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	https://www.nasdaq.com/symbol/mygn
BOLD	Audentes Therapeutics, Inc.	37.4	1656463129.2	n/a	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/bold
AMKR	Amkor Technology, Inc.	6.91	1655823323.19	n/a	1998	Technology	Semiconductors	https://www.nasdaq.com/symbol/amkr
BAND	Bandwidth Inc.	71.73	1649822780.61	n/a	2017	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/band
FRPT	Freshpet, Inc.	45.81	1643491699.65	n/a	2014	Consumer Non-Durables	Packaged Foods	https://www.nasdaq.com/symbol/frpt
BEAT	BioTelemetry, Inc.	48.5	1639481196	n/a	2008	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/beat
FTSL	First Trust Senior Loan Fund ETF	47.39	1634955094.78	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/ftsl
FWRD	Forward Air Corporation	56.93	1633662426.05	n/a	n/a	Transportation	Oil Refining/Marketing	https://www.nasdaq.com/symbol/fwrd
SUPN	Supernus Pharmaceuticals, Inc.	31.18	1633340852.64	n/a	2012	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/supn
WABC	Westamerica Bancorporation	60.05	1617141395.75	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/wabc
IRWD	Ironwood Pharmaceuticals, Inc.	10.39	1616905358.95	n/a	2010	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/irwd
